year,county,agency_name,agency_code,violent_crimes,property_crimes,violent_clearance_rate,property_clearance_rate,arrests_total,arrests_felony,arrests_misdemeanor,arrests_status_offense,dic_total_deaths,dic_arrest_related,dic_city_county_jails,leoka_total_deaths,leoka_felony_deaths,leoka_accidental_deaths,leoka_total_assaults,leoka_injury_assaults,leoka_no_injury_assaults,calls_for_service,contracting_agencies,population_served,hispanic_population,white_population,black_population,native_american_population,asian_pacific_islander_population,other_population,hispanic_proportion,white_proportion,black_proportion,native_american_proportion,asian_pacific_islander_proportion,other_proportion,arrests_total_rate_per_100000,arrests_felony_rate_per_100000,arrests_misdemeanor_rate_per_100000,arrests_status_offense_rate_per_100000,violent_crimes_rate_per_100000,property_crimes_rate_per_100000,dic_total_deaths_rate_per_100000,dic_arrest_related_rate_per_100000,dic_city_county_jails_rate_per_100000,leoka_total_deaths_rate_per_100000,leoka_felony_deaths_rate_per_100000,leoka_accidental_deaths_rate_per_100000,leoka_total_assaults_rate_per_100000,leoka_injury_assaults_rate_per_100000,leoka_no_injury_assaults_rate_per_100000
2005,Mariposa,All Combined,All Combined,75,399,89.33,17.04,1020,250,745,25,0,0,0,0,0,0,2,2,0,,,17965,1814,14731,108,341,252,737,0.1,0.81,0,0.01,0.01,0.04,5677.706651822990,1391.5947676036700,4146.952407458950,139.15947676036700,417.47843028110200,2220.9852490954600,0,0,0,0,0,0,11.13275814082940,11.13275814082940,0
2006,Mariposa,All Combined,All Combined,49,348,97.95,14.94,881,202,672,7,0,0,0,0,0,0,1,1,0,,,18150,1833,14883,109,345,254,744,0.1,0.82,0,0.01,0.01,0.04,4853.994490358130,1112.9476584022000,3702.4793388429800,38.56749311294770,269.9724517906340,1917.3553719008300,0,0,0,0,0,0,5.509641873278240,5.509641873278240,0
2007,Mariposa,All Combined,All Combined,31,330,83.87,16.06,918,240,665,13,0,0,0,0,0,0,2,2,0,,,18310,1849,15014,110,348,256,751,0.1,0.81,0,0.01,0.01,0.04,5013.653741125070,1310.7591480065500,3631.8951392681600,70.999453850355,169.30638995084700,1802.2938285090100,0,0,0,0,0,0,10.922992900054600,10.922992900054600,0
2008,Mariposa,All Combined,All Combined,43,282,90.69,21.63,745,196,534,15,0,0,0,0,0,0,12,8,4,,,18381,1856,15072,110,349,257,754,0.1,0.81,0,0.01,0.01,0.04,4053.0983080354700,1066.3184810402000,2905.1738207932100,81.60600620205650,233.93721777922900,1534.1929165986600,0,0,0,0,0,0,65.28480496164520,43.52320330776350,21.761601653881700
2009,Mariposa,All Combined,All Combined,48,295,75,24.4,738,200,517,21,0,0,0,0,0,0,3,1,2,,,18334,1852,15034,110,348,257,752,0.1,0.82,0,0.01,0.01,0.04,4025.308170611980,1090.8694229300800,2819.8974582742400,114.5412894076580,261.80866150321800,1609.032398821860,0,0,0,0,0,0,16.363041343951100,5.454347114650380,10.908694229300800
2010,Mariposa,All Combined,All Combined,37,313,72.97,17.89,888,270,611,7,0,0,0,0,0,0,1,1,0,,,18277,1755,15060,164,457,311,530,0.09,0.82,0,0.02,0.01,0.02,4858.56541007824,1477.2665098210900,3342.9993981506800,38.299502106472600,202.4402254199270,1712.5348799037000,0,0,0,0,0,0,5.471357443781800,5.471357443781800,0
2011,Mariposa,All Combined,All Combined,55,365,83.63,16.16,728,229,487,12,0,0,0,0,0,0,0,0,0,,,17942,1722,14784,161,449,305,520,0.09,0.82,0,0.02,0.01,0.02,4057.5186712741100,1276.3348567606700,2714.3016386133100,66.88217590012260,306.54330620889500,2034.3328502954000,0,0,0,0,0,0,0,0,0
2012,Mariposa,All Combined,All Combined,71,337,70.42,20.17,710,196,509,5,0,0,0,0,0,0,0,0,0,,,17921,1720,14767,161,448,305,520,0.09,0.82,0,0.02,0.01,0.02,3961.8324870263900,1093.6889682495400,2840.243289994980,27.900228781876000,396.1832487026390,1880.475419898440,0,0,0,0,0,0,0,0,0
2013,Mariposa,All Combined,All Combined,84,306,63.09,15.03,701,250,451,0,0,0,0,0,0,0,0,0,0,,,17890,1717,14741,161,447,304,519,0.09,0.82,0,0.02,0.01,0.02,3918.3901621017300,1397.428731134710,2520.9614309670200,0,469.5360536612630,1710.4527669088900,0,0,0,0,0,0,0,0,0
2014,Mariposa,All Combined,All Combined,71,276,53.52,16.3,551,172,379,0,0,0,0,0,0,0,0,0,0,,,17843,1713,14703,161,446,303,517,0.09,0.82,0,0.02,0.01,0.02,3088.045732219920,963.9634590595750,2124.082273160340,0,397.9151487978480,1546.8250854676900,0,0,0,0,0,0,0,0,0
2005,Mendocino,All Combined,All Combined,467,1890,53.53,21.53,5846,1807,4011,28,1,0,1,0,0,0,14,2,12,,,88129,17714,62572,529,3966,1498,1851,0.2,0.71,0,0.04,0.01,0.02,6633.457772129490,2050.4033859456000,4551.282778654020,31.771607529871000,529.9050255874910,2144.5835082662900,1.1347002689239600,0,1.1347002689239600,0,0,0,15.885803764935500,2.2694005378479300,13.616403227087600
2006,Mendocino,All Combined,All Combined,479,1768,60.75,32.8,6005,1764,4215,26,0,0,0,0,0,0,15,3,12,,,87802,17648,62339,527,3951,1493,1844,0.2,0.7,0,0.04,0.01,0.02,6839.251953258470,2009.0658527140600,4800.574018815060,29.612081729345600,545.5456595521740,2013.6215575955000,0,0,0,0,0,0,17.083893305391700,3.4167786610783400,13.667114644313300
2007,Mendocino,All Combined,All Combined,544,1691,57.16,20.87,5790,1645,4121,24,1,0,1,0,0,0,21,2,19,,,87617,17611,62208,526,3943,1489,1840,0.2,0.7,0,0.04,0.01,0.02,6608.306607165280,1877.4895282878900,4703.425134391730,27.391944485659200,620.8840750082750,1929.990755218740,1.141331020235800,0,1.141331020235800,0,0,0,23.967951424951800,2.282662040471600,21.685289384480200
2008,Mendocino,All Combined,All Combined,560,1580,59.46,22.08,5603,1692,3902,9,0,0,0,0,0,0,19,0,19,,,87715,17631,62278,526,3947,1491,1842,0.2,0.71,0,0.04,0.01,0.02,6387.732998916950,1928.9745197514700,4448.497976400840,10.260502764635500,638.4312831328740,1801.288263124890,0,0,0,0,0,0,21.661061392008200,0,21.661061392008200
2009,Mendocino,All Combined,All Combined,520,1360,59.23,24.19,5307,1643,3654,10,3,0,3,0,0,0,17,3,14,,,87677,17623,62251,526,3945,1491,1841,0.2,0.71,0,0.04,0.01,0.02,6052.89870775688,1873.9236059628000,4167.569602062110,11.405499731970800,593.0859860624790,1551.1479635480200,3.421649919591230,0,3.421649919591230,0,0,0,19.389349544350300,3.421649919591230,15.967699624759100
2010,Mendocino,All Combined,All Combined,488,1518,62.5,24.11,5248,1591,3653,4,0,0,0,0,0,0,17,5,12,,,87807,20371,59006,615,3073,1756,2985,0.23,0.67,0,0.03,0.01,0.03,5976.7444508979900,1811.928433951740,4160.260571480630,4.555445465623470,555.7643468060630,1728.7915542041100,0,0,0,0,0,0,19.360643228899700,5.694306832029340,13.66633639687040
2011,Mendocino,All Combined,All Combined,483,1515,66.04,32.47,4549,1387,3153,9,1,0,1,1,0,1,18,7,11,,,87712,20349,58942,614,3070,1754,2982,0.23,0.67,0,0.03,0.01,0.03,5186.291499452750,1581.311565122220,3594.719080627510,10.260853703028100,550.6658153958410,1727.2437066764000,1.1400948558920100,0,1.1400948558920100,1.1400948558920100,0,1.1400948558920100,20.521707406056200,7.9806639912440700,12.541043414812100
2012,Mendocino,All Combined,All Combined,358,1734,60.05,25.77,5004,1552,3450,2,0,0,0,0,0,0,18,8,10,,,88098,20439,59202,617,3083,1762,2995,0.23,0.67,0,0.03,0.02,0.03,5680.038139344820,1761.6744988535500,3916.0934413948100,2.2701990964607600,406.36563826647600,1968.2626166314800,0,0,0,0,0,0,20.431791868146800,9.080796385843040,11.350995482303800
2013,Mendocino,All Combined,All Combined,472,1851,64.4,28.36,4924,1610,3314,0,1,0,1,0,0,0,12,3,9,,,88617,20559,59551,620,3102,1772,3013,0.23,0.67,0,0.03,0.01,0.03,5556.495931931800,1816.807158897280,3739.6887730345200,0,532.6291795028040,2088.764006906120,1.128451651488990,0,1.128451651488990,0,0,0,13.541419817867900,3.3853549544669800,10.156064863400900
2014,Mendocino,All Combined,All Combined,512,1546,59.57,28.52,4816,1466,3348,2,3,1,2,1,1,0,23,10,13,,,88615,20559,59549,620,3102,1772,3013,0.23,0.67,0,0.03,0.01,0.03,5434.745810528690,1654.347458105290,3778.141398183150,2.256954240252780,577.7802855047110,1744.625627715400,3.3854313603791700,1.1284771201263900,2.256954240252780,1.1284771201263900,1.1284771201263900,0,25.954973762907000,11.284771201263900,14.670202561643100
2005,Merced,All Combined,All Combined,1496,9451,58.55,14.99,15918,5222,10187,509,1,0,1,0,0,0,27,12,15,,,238069,124034,83324,8332,1190,16665,4523,0.52,0.34,0.03,0,0.07,0.01,6686.296829910660,2193.4817216857300,4279.011547072490,213.803561152439,628.3892484951840,3969.857478294110,0.42004628910105900,0,0.42004628910105900,0,0,0,11.34124980572860,5.040555469212710,6.300694336515880
2006,Merced,All Combined,All Combined,1616,9006,60.27,15.68,17027,5353,11002,672,4,3,1,0,0,0,42,12,30,,,243072,126641,85075,8508,1215,17015,4618,0.52,0.34,0.03,0,0.06,0.01,7004.920352817270,2202.2281463928400,4526.230911005790,276.4612954186410,664.8235913638760,3705.0750394944700,1.6456029489204800,1.2342022116903600,0.4114007372301210,0,0,0,17.278830963665100,4.936808846761450,12.342022116903600
2007,Merced,All Combined,All Combined,1463,9306,59.53,19.15,16152,4923,10612,617,0,0,0,0,0,0,36,16,20,,,247542,128969,86640,8664,1238,17328,4703,0.52,0.35,0.03,0,0.07,0.01,6524.953341251180,1988.7534236614400,4286.949285373790,249.2506322159470,591.0108183661760,3759.36204765252,0,0,0,0,0,0,14.542986644690600,6.463549619862490,8.07943702482811
2008,Merced,All Combined,All Combined,1541,9023,60.35,19.19,16839,5023,11119,697,3,2,1,0,0,0,47,14,33,,,250734,130632,87757,8776,1254,17551,4764,0.52,0.35,0.03,0,0.06,0.01,6715.88216994903,2003.318257595700,4434.580072905950,277.9838394473820,614.5955474726200,3598.6344093740800,1.196487113833780,0.7976580758891890,0.3988290379445950,0,0,0,18.74496478339600,5.5836065312243300,13.161358252171600
2009,Merced,All Combined,All Combined,1658,8310,56.93,19.45,14826,4475,9637,714,1,0,1,0,0,0,45,10,35,,,253026,131827,88559,8856,1265,17712,4807,0.52,0.34,0.03,0,0.07,0.01,5859.476891702830,1768.5929509220400,3808.699501237030,282.1844395437620,655.2686285203890,3284.2474686395900,0.39521630188202,0,0.39521630188202,0,0,0,17.7847335846909,3.9521630188202,13.832570565870700
2010,Merced,All Combined,All Combined,1448,8244,58.9,17.27,13246,4315,8243,688,1,0,1,0,0,0,44,15,29,,,255399,143790,77897,8428,1022,19410,4597,0.56,0.3,0.03,0,0.07,0.01,5186.394621748710,1689.513271391040,3227.4989330420200,269.3824173156510,566.9560178387540,3227.890477253240,0.3915442112146090,0,0.3915442112146090,0,0,0,17.227945293442800,5.87316316821914,11.35478212522370
2011,Merced,All Combined,All Combined,1409,9132,51.8,13.98,10909,3916,6295,698,0,0,0,0,0,0,35,9,26,,,257098,144746,78415,8484,1028,19539,4628,0.56,0.3,0.03,0,0.07,0.01,4243.129079183810,1523.1545947459700,2448.4826797563600,271.4918046814830,548.0400469859740,3551.9529517927000,0,0,0,0,0,0,13.613485908097300,3.5006106620821600,10.112875246015100
2012,Merced,All Combined,All Combined,1833,10091,44.4,12.97,10466,3920,5977,569,1,0,1,0,0,0,56,20,36,,,260218,146503,79366,8587,1041,19777,4684,0.56,0.3,0.03,0,0.07,0.01,4022.0123127531500,1506.4292247269600,2296.9202745390400,218.66281348715300,704.409379827683,3877.902374163200,0.38429316957320400,0,0.38429316957320400,0,0,0,21.520417496099400,7.68586339146408,13.834554104635300
2013,Merced,All Combined,All Combined,1555,8096,45.59,14.08,9763,3662,5632,469,0,0,0,0,0,0,53,11,42,,,262408,147736,80034,8659,1050,19943,4723,0.56,0.3,0.03,0,0.07,0.01,3720.5420566446100,1395.5367214414200,2146.276028169870,178.72930703332200,592.588640590226,3085.2717904941900,0,0,0,0,0,0,20.19755495259290,4.191945367519280,16.005609585073600
2014,Merced,All Combined,All Combined,1485,7126,45.65,14.97,10100,3760,5926,414,4,2,2,0,0,0,32,14,18,,,264567,148951,80693,8731,1058,20107,4762,0.56,0.3,0.03,0,0.07,0.01,3817.558501249210,1421.1900955145600,2239.8863047923600,156.48210094229400,561.2944925104040,2693.457611871470,1.5119043569303800,0.7559521784651900,0.7559521784651900,0,0,0,12.095234855443000,5.291665249256330,6.803569606186710
2005,Modoc,All Combined,All Combined,19,118,100,22.88,411,133,278,0,0,0,0,0,0,0,3,1,2,,,9595,1219,7647,182,336,106,115,0.12,0.79,0.01,0.03,0.01,0.01,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2006,Modoc,All Combined,All Combined,49,194,30.61,18.55,499,179,320,0,0,0,0,0,0,0,4,2,2,,,9614,1221,7662,183,336,106,115,0.12,0.79,0.01,0.03,0.01,0.01,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2007,Modoc,All Combined,All Combined,24,202,20.83,13.86,542,190,350,2,0,0,0,0,0,0,3,2,1,,,9615,1221,7663,183,337,106,115,0.12,0.79,0.01,0.03,0.01,0.01,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2008,Modoc,All Combined,All Combined,43,165,62.79,9.69,438,153,277,8,0,0,0,0,0,0,6,2,4,,,9607,1220,7657,183,336,106,115,0.12,0.79,0.01,0.03,0.01,0.01,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2009,Modoc,All Combined,All Combined,10,120,40,16.66,503,143,310,50,0,0,0,0,0,0,8,2,6,,,9628,1223,7674,183,337,106,116,0.12,0.79,0.01,0.03,0.01,0.01,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2010,Modoc,All Combined,All Combined,17,127,41.17,18.11,554,190,303,61,0,0,0,0,0,0,4,1,3,,,9666,1392,7559,116,232,39,338,0.14,0.78,0.01,0.02,0,0.03,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2011,Modoc,All Combined,All Combined,42,149,57.14,21.47,344,101,230,13,0,0,0,0,0,0,2,1,1,,,9599,1382,7506,115,230,38,336,0.14,0.78,0.01,0.02,0,0.03,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2012,Modoc,All Combined,All Combined,69,152,59.42,19.07,612,238,355,19,0,0,0,0,0,0,0,0,0,,,9560,1377,7476,115,229,38,335,0.14,0.78,0.01,0.02,0,0.03,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2013,Modoc,All Combined,All Combined,69,168,86.95,32.14,552,242,300,10,0,0,0,0,0,0,3,2,1,,,9524,1371,7448,114,229,38,333,0.14,0.78,0.01,0.02,0,0.03,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2014,Modoc,All Combined,All Combined,49,166,87.75,19.87,559,228,331,0,0,0,0,0,0,0,1,1,0,,,9481,1365,7414,114,228,38,332,0.14,0.78,0.01,0.02,0,0.03,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2005,Mono,All Combined,All Combined,59,427,37.28,12.88,681,198,483,0,0,0,0,0,0,0,0,0,0,,,13763,3152,9689,124,344,151,303,0.22,0.7,0,0.02,0.01,0.02,4948.049117198280,1438.6398314321000,3509.409285766180,0,428.68560633582800,3102.5212526338700,0,0,0,0,0,0,0,0,0
2006,Mono,All Combined,All Combined,40,404,20,8.41,576,193,383,0,0,0,0,0,0,0,0,0,0,,,13975,3200,9838,126,349,154,307,0.22,0.7,0,0.02,0.01,0.02,4121.645796064400,1381.0375670840800,2740.608228980320,0,286.2254025044720,2890.87656529517,0,0,0,0,0,0,0,0,0
2007,Mono,All Combined,All Combined,52,335,34.61,8.05,625,205,420,0,0,0,0,0,0,0,1,0,1,,,14182,3248,9984,128,355,156,312,0.22,0.7,0,0.02,0.01,0.02,4406.994782118180,1445.4942885347600,2961.5004935834200,0,366.66196587223200,2362.1492032153400,0,0,0,0,0,0,7.051191651389090,0,7.051191651389090
2008,Mono,All Combined,All Combined,49,399,28.57,6.01,631,175,454,2,0,0,0,0,0,0,0,0,0,,,14143,3239,9957,127,354,156,311,0.22,0.7,0,0.02,0.01,0.02,4461.571095241460,1237.361238775370,3210.0685851658100,14.141271300289900,346.46114685710200,2821.1836244078300,0,0,0,0,0,0,0,0,0
2009,Mono,All Combined,All Combined,49,408,34.69,6.12,680,159,521,0,0,0,0,0,0,0,0,0,0,,,14074,3223,9908,127,352,155,310,0.22,0.7,0,0.02,0.01,0.02,4831.604376865140,1129.7427881199400,3701.861588745200,0,348.1597271564590,2898.9626261190800,0,0,0,0,0,0,0,0,0
2010,Mono,All Combined,All Combined,59,303,40.67,10.56,497,149,348,0,0,0,0,0,0,0,0,0,0,,,14160,3837,9501,42,354,241,184,0.27,0.67,0,0.02,0.01,0.01,3509.8870056497200,1052.2598870056500,2457.6271186440700,0,416.6666666666670,2139.830508474580,0,0,0,0,0,0,0,0,0
2011,Mono,All Combined,All Combined,49,311,34.69,9,469,131,338,0,0,0,0,0,0,0,0,0,0,,,14348,3888,9628,43,359,244,187,0.27,0.67,0,0.02,0.01,0.01,3268.7482575968800,913.0192361304710,2355.7290214664100,0,341.51101198773300,2167.549484248680,0,0,0,0,0,0,0,0,0
2012,Mono,All Combined,All Combined,44,258,47.72,21.31,432,105,327,0,0,0,0,0,0,0,1,0,1,,,14458,3918,9701,43,361,246,188,0.27,0.67,0,0.02,0.01,0.01,2987.9651404067000,726.2415271821830,2261.7236132245100,0,304.32978281920000,1784.4791810762200,0,0,0,0,0,0,6.916585973163650,0,6.916585973163650
2013,Mono,All Combined,All Combined,29,221,86.2,20.36,399,161,238,0,0,0,0,0,0,0,1,1,0,,,14537,3940,9754,44,363,247,189,0.27,0.67,0,0.02,0.01,0.01,2744.720368714320,1107.5187452706900,1637.2016234436300,0,199.49095411708100,1520.2586503405100,0,0,0,0,0,0,6.878998417830360,6.878998417830360,0
2014,Mono,All Combined,All Combined,36,184,61.11,23.91,345,115,230,0,0,0,0,0,0,0,0,0,0,,,14625,3963,9813,44,366,249,190,0.27,0.67,0,0.02,0.01,0.01,2358.974358974360,786.3247863247860,1572.6495726495700,0,246.15384615384600,1258.1196581196600,0,0,0,0,0,0,0,0,0
2005,Monterey,All Combined,All Combined,1858,14618,43.59,14.81,17920,5250,12275,395,3,0,3,0,0,0,134,37,97,,,409557,213379,146212,12696,1229,26621,9829,0.52,0.35,0.03,0,0.06,0.02,4375.459337772280,1281.8728528629700,2997.140813122470,96.44567178683310,453.6609067846480,3569.2223548858900,0.7324987730645550,0,0.7324987730645550,0,0,0,32.71827853021680,9.034151534462850,23.68412699575390
2006,Monterey,All Combined,All Combined,2014,13118,42.65,15.51,17363,5166,11842,355,3,3,0,0,0,0,149,35,114,,,406935,212013,145276,12615,1221,26451,9766,0.52,0.35,0.03,0,0.06,0.02,4266.774792042960,1269.4902134247500,2910.0470591126300,87.23751950557210,494.9193360118940,3223.6106503495600,0.7372184746949760,0.7372184746949760,0,0,0,0,36.6151842431838,8.600882204774720,28.01430203840910
2007,Monterey,All Combined,All Combined,2191,14427,41.44,11.49,17925,5384,12298,243,1,0,1,0,0,0,141,31,110,,,406890,211990,145260,12614,1221,26448,9765,0.52,0.35,0.03,0,0.06,0.02,4405.367544053680,1323.2077465654100,3022.4384968910500,59.72130059721300,538.4747720514140,3545.675735456760,0.24576666912433300,0,0.24576666912433300,0,0,0,34.653100346531000,7.618766742854330,27.034333603676700
2008,Monterey,All Combined,All Combined,1973,11491,43.13,13.89,17776,5047,12486,243,2,2,0,0,0,0,146,30,116,,,409387,213291,146151,12691,1228,26610,9825,0.52,0.35,0.03,0,0.06,0.02,4342.101727705080,1232.8188242421000,3049.925864768540,59.35703869443830,481.94007137500700,2806.87955406498,0.48853529789661100,0.48853529789661100,0,0,0,0,35.663076746452600,7.328029468449170,28.335047278003500
2009,Monterey,All Combined,All Combined,2118,11204,41.59,14.86,16962,4710,11948,304,2,1,1,0,0,0,139,32,107,,,412233,214773,147167,12779,1237,26795,9894,0.52,0.35,0.03,0,0.06,0.02,4114.663309342050,1142.557728275030,2898.3608784352500,73.74470263176410,513.7871058357770,2717.8804219943600,0.4851625173142370,0.24258125865711900,0.24258125865711900,0,0,0,33.7187949533395,7.762600277027800,25.956194676311700
2010,Monterey,All Combined,All Combined,2037,10405,43.15,16.5,15767,4620,10926,221,1,0,1,0,0,0,116,20,96,,,415108,234536,132419,10793,1245,26982,9132,0.56,0.31,0.02,0,0.06,0.02,3798.288638137550,1112.9633733871700,2632.086107711730,53.239157038650200,490.71566917525100,2506.576601751830,0.2409011630708150,0,0.2409011630708150,0,0,0,27.944534916214600,4.8180232614163100,23.126511654798300
2011,Monterey,All Combined,All Combined,1951,9893,47.41,16.74,14596,4425,9955,216,3,2,1,0,0,0,107,10,97,,,416968,235587,133013,10841,1251,27103,9173,0.56,0.31,0.02,0,0.06,0.02,3500.5084323017600,1061.232516643960,2387.4733792521200,51.80253640567140,467.9016135530780,2372.6041326912400,0.719479672300992,0.4796531148673280,0.23982655743366400,0,0,0,25.661441645402000,2.39826557433664,23.263176071065400
2012,Monterey,All Combined,All Combined,1866,10298,41.1,16.23,13456,4520,8735,201,1,0,1,0,0,0,123,40,83,,,420799,237751,134235,10941,1262,27352,9258,0.56,0.31,0.02,0,0.06,0.02,3197.726230338,1074.1470393228100,2075.8129178063600,47.76627320882420,443.44211844609900,2447.2491617137900,0.23764315029265800,0,0.23764315029265800,0,0,0,29.23010748599690,9.505726011706300,19.724381474290600
2013,Monterey,All Combined,All Combined,1794,10940,39.29,14.54,12801,4212,8418,171,4,2,2,0,0,0,116,33,83,,,424064,239596,135276,11026,1272,27564,9329,0.56,0.31,0.02,0,0.06,0.02,3018.6481285843600,993.246302444914,1985.0777241171100,40.32410202233620,423.0493510413520,2579.799275581040,0.9432538484757020,0.4716269242378510,0.4716269242378510,0,0,0,27.35436160579540,7.781844249924540,19.57251735587080
